"","name","category_list","market","funding_total_usd","status","state_code","region","city","funding_rounds","founded_at","founded_month","founded_quarter","founded_year","seed","venture","equity_crowdfunding","undisclosed","convertible_note","debt_financing","angel","grant","private_equity","post_ipo_equity","post_ipo_debt","secondary_market","product_crowdfunding","round_A","round_B","round_C","round_D","round_E","round_F","round_G","round_H","first_funding_day","first_funding_month","first_funding_year","last_funding_day","last_funding_month","last_funding_year","post_success"
"178","7 Billion People","|E-Commerce|Analytics|Software|","E-Commerce",6528902,"closed","TX","Austin","Austin",3,"1","1","Q1","2006",3800000,2368902,0,0,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9","2","2009","13","7","2012","0"
"180","7 Oaks Pharmaceutical","|Biotechnology|","Biotechnology",1613014,"operating","SC","Greenville - Spartanburg","Easley",1,"1","1","Q1","1997",0,1613014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6","6","2011","6","6","2011","0"
"182","71lbs","|Startups|Network Security|Small and Medium Businesses|Shipping|Analytics|","Small and Medium Businesses",2450000,"operating","FL","Ft. Lauderdale","Fort Lauderdale",5,"3","3","Q1","2011",450000,0,0,0,0,0,2e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20","3","2012","8","6","2014","0"
"184","79 Group","|Manufacturing|","Manufacturing",1500000,"operating","TX","Houston","Pearland",1,"1","4","Q2","2012",0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10","7","2014","10","7","2014","0"
"185","7AC Technologies","|Clean Technology|","Clean Technology",11110000,"operating","MA","Boston","Beverly",5,"1","1","Q1","2009",0,9400000,0,0,0,1710000,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,"13","12","2011","18","11","2014","0"
"187","7signal Solutions","|Web Hosting|","Web Hosting",9850000,"operating","OH","Akron - Canton","Akron",4,"1","1","Q1","2006",0,9850000,0,0,0,0,0,0,0,0,0,0,0,5600000,4e+06,0,0,0,0,0,0,"1","1","2011","15","10","2013","0"
"188","7Summits","|Semantic Search|SEO|Communities|Brand Marketing|Consulting|","SEO",6e+05,"operating","WI","Milwaukee","Milwaukee",2,"1","4","Q2","2009",6e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2010","19","12","2013","0"
"190","800razors","|E-Commerce|","E-Commerce",1e+05,"operating","MD","Washington, D.C.","Southern Md Facility",1,"1","1","Q1","2012",0,1e+05,0,0,0,0,0,0,0,0,0,0,0,1e+05,0,0,0,0,0,0,0,"19","2","2013","19","2","2013","0"
"194","818 Sports & Entertainment","|Digital Entertainment|Entertainment|Sports|","Digital Entertainment",2.7e+07,"operating","NY","New York City","New York",2,"1","1","Q1","2012",2e+06,2.5e+07,0,0,0,0,0,0,0,0,0,0,0,2.5e+07,0,0,0,0,0,0,0,"15","3","2013","30","5","2013","0"
"200","8thBridge","|Social Commerce|E-Commerce|","E-Commerce",15590000,"acquired","MN","Minneapolis","Minneapolis",3,"1","11","Q4","2008",0,1.5e+07,0,0,0,0,590000,0,0,0,0,0,0,5e+06,1e+07,0,0,0,0,0,0,"16","11","2009","21","3","2011","1"
"201","8tracks Radio","|Music|","Music",2779980,"operating","CA","SF Bay Area","San Francisco",2,"8","8","Q3","2008",1500000,1279980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26","10","2012","28","8","2014","0"
"202","8x8 Inc","|Telecommunications|Web Hosting|","Telecommunications",30608728,"acquired","CA","SF Bay Area","San Jose",1,"1","1","Q1","1987",0,0,0,0,0,0,0,0,30608728,0,0,0,0,0,0,0,0,0,0,0,0,"3","10","2011","3","10","2011","1"
"203","9+","|Consulting|","Consulting",4500000,"operating","CA","SF Bay Area","Menlo Park",2,"1","1","Q1","2013",0,0,0,0,0,0,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11","7","2013","3","9","2013","0"
"204","908 Devices","|Manufacturing|","Manufacturing",17700000,"operating","MA","Boston","Boston",3,"1","1","Q1","2012",0,15100000,0,0,0,0,0,2600000,0,0,0,0,0,8100000,7e+06,0,0,0,0,0,0,"5","9","2012","9","9","2014","0"
"208","99designs","|Marketplaces|Online Shopping|Crowdsourcing|Design|","Design",3.5e+07,"operating","CA","SF Bay Area","San Francisco",1,"1","2","Q1","2008",0,3.5e+07,0,0,0,0,0,0,0,0,0,0,0,3.5e+07,0,0,0,0,0,0,0,"28","4","2011","28","4","2011","0"
"209","9Lenses","|Business Analytics|Enterprise Software|SaaS|Software|","SaaS",4100000,"operating","VA","Washington, D.C.","Sterling",2,"1","1","Q1","2011",0,4100000,0,0,0,0,0,0,0,0,0,0,0,4100000,0,0,0,0,0,0,0,"12","9","2013","29","10","2013","0"
"210","9Mile Labs","|Technology|Software|","Software",9e+05,"operating","WA","Seattle","Seattle",1,"1","1","Q1","2013",9e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","11","2013","4","11","2013","0"
"211","9SLIDES","|Training|Presentations|iPad|Enterprises|SaaS|Enterprise Software|","Enterprise Software",925000,"operating","WA","Seattle","Redmond",2,"1","6","Q2","2010",5e+05,0,0,0,0,425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30","5","2013","3","10","2013","0"
"212","9Star Research","|Software|","Software",435400,"operating","TX","Austin","Austin",1,"1","1","Q1","2002",0,0,0,435400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25","7","2011","25","7","2011","0"
"214","@Pay","|Email Marketing|SaaS|E-Commerce|Mobile Payments|Mobile|","Mobile Payments",3500000,"operating","NM","Albuquerque","Albuquerque",1,"1","5","Q2","2011",0,0,0,0,0,0,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","7","2012","1","7","2012","0"
"220","A Family First Community Services","|Health and Wellness|","Health and Wellness",5e+05,"operating","GA","Atlanta","Atlanta",1,"1","1","Q1","2008",0,5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","11","2011","1","11","2011","0"
"222","A la Mobile","|Mobile|","Mobile",7550000,"operating","CA","SF Bay Area","San Ramon",2,"1","6","Q2","2005",0,7550000,0,0,0,0,0,0,0,0,0,0,0,3500000,4050000,0,0,0,0,0,0,"1","7","2005","1","3","2007","0"
"233","A.C. Moore","|E-Commerce|","E-Commerce",1e+07,"operating","NJ","NJ - Other","Berlin",1,"1","1","Q1","1984",0,1e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5","6","2009","5","6","2009","0"
"235","A1 Software Group","|Productivity Software|Business Productivity|Point of Sale|CRM|Android|iOS|iPad|iPhone|Mobile|","Business Productivity",20000,"operating","GA","Atlanta","Atlanta",1,"2","12","Q4","2012",20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14","10","2014","14","10","2014","0"
"236","A10 Networks","|Communications Hardware|Technology|Security|Virtualization|Cloud Computing|Optimization|SEO|Hardware|Networking|Web Hosting|","Communications Hardware",1.18e+08,"operating","CA","SF Bay Area","San Jose",4,"1","10","Q4","2004",0,3.8e+07,0,0,0,0,0,0,8e+07,0,0,0,0,6e+06,9e+06,2.3e+07,0,0,0,0,0,"1","1","2005","3","10","2013","0"
"237","A123 Systems","|Batteries|Clean Technology|Mobile|","Batteries",502860000,"operating","MA","Worcester","Westborough",8,"1","1","Q1","2001",0,2.51e+08,0,0,0,0,0,251860000,0,0,0,0,0,3.2e+07,3e+07,4e+07,3e+07,6.9e+07,0,0,0,"1","11","2005","7","6","2012","0"
"239","AAIPharma Services","|Biotechnology|","Biotechnology",2e+07,"operating","NC","Wilmington - Cape Fear, North Carolina","Wilmington",1,"1","1","Q1","1979",0,0,0,0,0,0,0,0,2e+07,0,0,0,0,0,0,0,0,0,0,0,0,"11","1","2012","11","1","2012","0"
"240","AAMPP","|Social Network Media|Music|","Music",350000,"operating","FL","Ft. Lauderdale","Hollywood",1,"31","5","Q2","2000",0,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","12","2013","1","12","2013","0"
"241","Aarden Pharmaceuticals","|Biotechnology|","Biotechnology",5e+05,"closed","IN","Indianapolis","Indianapolis",1,"1","1","Q1","2008",0,0,0,0,0,5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","1","2011","3","1","2011","0"
"242","Aardvark","|Search|","Search",6e+06,"acquired","CA","SF Bay Area","San Francisco",2,"1","7","Q3","2007",0,5250000,0,0,0,0,750000,0,0,0,0,0,0,5250000,0,0,0,0,0,0,0,"1","1","2007","1","10","2008","1"
"244","Aasonn","|Human Resources|","Human Resources",2e+07,"operating","IL","Chicago","Naperville",1,"1","1","Q1","2006",0,0,0,0,0,0,0,0,2e+07,0,0,0,0,0,0,0,0,0,0,0,0,"4","6","2014","4","6","2014","0"
"245","Aastrom Biosciences","|Biotechnology|","Biotechnology",4e+07,"operating","MI","Detroit","Ann Arbor",1,"1","1","Q1","1989",0,4e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9","3","2012","9","3","2012","0"
"249","Abacast","|Analytics|","Analytics",5e+05,"acquired","WA","Seattle","Vancouver",1,"2","4","Q2","2000",0,5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11","11","2010","11","11","2010","1"
"250","Abacus Labs","|SaaS|Software|","Software",3500000,"operating","NY","New York City","New York",1,"1","1","Q1","2013",3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29","10","2014","29","10","2014","0"
"251","Abakan","|Clean Technology|","Clean Technology",4211031,"operating","FL","Miami","Miami",6,"1","1","Q1","2006",2781795,1276036,0,0,0,153200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10","5","2012","8","10","2014","0"
"252","Abakus","|Software|Advertising Platforms|Advertising|","Advertising Platforms",825000,"operating","CA","SF Bay Area","Emeryville",1,"1","1","Q1","2013",0,825000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25","12","2013","25","12","2013","0"
"256","AbbeyPost","|Women|Fashion|E-Commerce|","E-Commerce",875000,"operating","NY","New York City","New York",5,"1","8","Q3","2012",775000,0,0,0,1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30","7","2013","11","7","2014","0"
"257","Abbott Labs","|Health and Wellness|Venture Capital|Medical|Biotechnology|","Health and Wellness",6790000,"operating","IL","Chicago","Des Plaines",2,"1","1","Q1","1991",0,0,0,0,0,6790000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16","3","2009","15","3","2011","0"
"258","Abe's Market","|E-Commerce|","E-Commerce",19148000,"operating","IL","Chicago","Chicago",5,"1","9","Q3","2009",0,18400000,748000,0,0,0,0,0,0,0,0,0,0,3400000,5e+06,0,0,0,0,0,0,"29","6","2010","7","2","2014","0"
"260","Abeona Therapeutics","|Biotechnology|","Biotechnology",4350000,"operating","OH","Cleveland","Cleveland",2,"1","1","Q1","2013",750000,3600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16","12","2013","1","12","2014","0"
"262","AbGenomics","|Biotechnology|","Biotechnology",39610000,"operating","CA","SF Bay Area","Los Altos",3,"1","6","Q2","2000",0,39610000,0,0,0,0,0,0,0,0,0,0,0,16850000,0,0,0,0,0,0,0,"19","6","2012","27","8","2014","0"
"263","Abide Therapeutics","|Biotechnology|","Biotechnology",2250180,"operating","NJ","Newark","Princeton",1,"1","1","Q1","2011",2250180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18","11","2011","18","11","2011","0"
"264","Abigail Stewart","|Fashion|","Fashion",60000,"operating","NY","New York City","New York",1,"15","1","Q1","2010",0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17","2","2014","17","2","2014","0"
"265","Ability Dynamics","|Health Care|","Health Care",1500000,"operating","AZ","Phoenix","Tempe",1,"1","1","Q1","2009",1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20","2","2012","20","2","2012","0"
"266","ABILITY Network","|Health Care|","Health Care",5.83e+08,"operating","MN","Minneapolis","Minneapolis",4,"1","1","Q1","2000",0,3.3e+07,0,0,0,0,0,0,5.5e+08,0,0,0,0,0,0,2.7e+07,0,0,0,0,0,"14","12","2006","7","4","2014","0"
"267","AbilTo","|Health Care|Teachers|Health and Wellness|VoIP|Technology|Web Development|Internet|Therapeutics|Medical|Psychology|Curated Web|","Health Care",9e+06,"operating","NY","New York City","New York",2,"1","1","Q1","2008",0,9e+06,0,0,0,0,0,0,0,0,0,0,0,3e+06,6e+06,0,0,0,0,0,0,"14","5","2013","18","3","2014","0"
"268","Abine","|Privacy|Curated Web|","Curated Web",6467283,"operating","MA","Boston","Boston",1,"1","1","Q1","2008",0,6467283,0,0,0,0,0,0,0,0,0,0,0,6467283,0,0,0,0,0,0,0,"12","7","2011","12","7","2011","0"
"270","Abiquo Group","|Cloud Infrastructure|Cloud Computing|Software|","Cloud Infrastructure",14130737,"operating","CA","SF Bay Area","Redwood City",4,"1","1","Q1","2010",0,14130737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9","12","2010","12","3","2014","0"
"271","aBIZinaBOX","|Accounting|Marketing Automation|Project Management|CRM|Consulting|","Accounting",5e+05,"operating","IL","Chicago","Evanston",1,"17","8","Q3","1998",5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","10","2008","8","10","2008","0"
"274","Ablative Solutions","|Biotechnology|","Biotechnology",25930577,"operating","MI","Kalamazoo","Kalamazoo",5,"1","1","Q1","2011",5000,14875077,0,0,0,11050500,0,0,0,0,0,0,0,5300000,9575077,0,0,0,0,0,0,"4","1","2012","4","2","2014","0"
"277","Able Planet","|Hardware + Software|","Hardware + Software",12005448,"operating","CO","Denver","Wheat Ridge",5,"1","1","Q1","2005",0,12005448,0,0,0,0,0,0,0,0,0,0,0,0,5324000,0,0,0,0,0,0,"17","8","2009","1","2","2012","0"
"278","AbleSky","|Software|","Software",1273000,"operating","CA","SF Bay Area","Mountain View",1,"1","1","Q1","2007",0,1273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29","6","2011","29","6","2011","0"
"279","ABO Data","|Enterprise Software|","Enterprise Software",1e+06,"operating","TX","TX - Other","Italy",1,"1","1","Q1","1979",1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","1979","1","1","1979","0"
"281","Abound Solar","|Solar|Clean Technology|","Solar",5.1e+08,"operating","CO","CO - Other","Loveland",2,"1","1","Q1","2007",0,0,0,0,0,0,0,4e+08,1.1e+08,0,0,0,0,0,0,0,0,0,0,0,0,"6","7","2010","15","12","2010","0"
"282","about.me","|Identity Management|Identity|Curated Web|","Identity Management",17087500,"operating","CA","SF Bay Area","San Francisco",3,"5","2","Q1","2013",0,17087500,0,0,0,0,0,0,0,0,0,0,0,5675000,1.1e+07,0,0,0,0,0,0,"22","12","2009","10","6","2014","0"
"283","AboutOne","|Events|Contact Management|Curated Web|","Curated Web",4139407,"operating","PA","Philadelphia","Paoli",5,"1","6","Q2","2010",145400,3594003,0,0,0,400004,0,0,0,0,0,0,0,1800000,0,0,0,0,0,0,0,"1","5","2011","17","10","2014","0"
"285","AboutUs.org","|Curated Web|","Curated Web",7618249,"operating","OR","Portland, Oregon","Portland",3,"1","1","Q1","2006",0,7618249,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,0,0,0,0,0,"26","11","2008","16","7","2009","0"
"287","ABOVE Solutions","|Software|","Software",450000,"operating","MA","Boston","Lexington",1,"1","7","Q3","2008",0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16","8","2011","16","8","2011","0"
"288","ABPathfinder","|Health and Wellness|","Health and Wellness",960000,"operating","KS","Kansas City","Overland Park",3,"1","6","Q2","2010",0,960000,0,0,0,0,0,0,0,0,0,0,0,4e+05,0,0,0,0,0,0,0,"5","12","2012","20","11","2014","0"
"289","Abroad101","|Education|","Education",50000,"operating","MA","Boston","Boston",1,"4","5","Q2","2007",50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21","10","2010","21","10","2010","0"
"290","ABS","|Health Care|","Health Care",132500,"operating","MN","Minneapolis","Minnetonka",1,"1","1","Q1","2009",0,132500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19","9","2012","19","9","2012","0"
"292","Absio","|Software|","Software",2757346,"operating","CO","Denver","Littleton",3,"1","3","Q1","2009",0,1257346,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6","5","2010","12","2","2013","0"
"293","ABSMaterials","|Clean Technology|","Clean Technology",4250000,"operating","OH","Akron - Canton","Wooster",2,"1","1","Q1","2008",0,4250000,0,0,0,0,0,0,0,0,0,0,0,250000,4e+06,0,0,0,0,0,0,"24","6","2010","24","11","2013","0"
"295","Absolute Commerce","|Software|","Software",2e+05,"operating","RI","Providence","Providence",1,"1","1","Q1","2012",2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9","5","2014","9","5","2014","0"
"297","ABT Molecular Imaging","|Health Care|","Health Care",28364818,"operating","TN","Knoxville","Knoxville",10,"1","1","Q1","2006",0,25013808,0,1e+06,0,2351010,0,0,0,0,0,0,0,9e+06,0,6e+06,0,0,0,0,0,"6","10","2009","7","4","2014","0"
"299","Acacia","|Gamification|iOS|Apps|Mobile|","Apps",15000,"operating","TN","Nashville","Nashville",1,"10","3","Q1","2012",15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20","5","2012","20","5","2012","0"
"300","Acacia Communications","|Web Hosting|","Web Hosting",2.3e+07,"operating","MA","Boston","Maynard",2,"1","1","Q1","2009",0,2e+07,0,0,0,3e+06,0,0,0,0,0,0,0,2e+07,0,0,0,0,0,0,0,"12","12","2011","15","5","2013","0"
"301","Acacia Interactive","|Software|","Software",762000,"operating","TN","Nashville","Nashville",1,"1","1","Q1","2012",762000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29","3","2013","29","3","2013","0"
"302","Acacia Living","|Health and Wellness|","Health and Wellness",2338650,"operating","AZ","Phoenix","Scottsdale",1,"1","1","Q1","2010",0,2338650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11","12","2013","11","12","2013","0"
"303","Acacia Research","|Finance|","Finance",244600000,"operating","CA","Anaheim","Newport Beach",2,"1","1","Q1","1992",0,19600000,0,0,0,0,0,0,2.25e+08,0,0,0,0,0,0,0,0,0,0,0,0,"10","2","2005","21","2","2012","0"
"304","Academia.edu","|Social Media|","Social Media",17800000,"operating","CA","SF Bay Area","San Francisco",4,"1","9","Q3","2008",6e+05,15600000,0,0,0,0,1600000,0,0,0,0,0,0,4500000,11100000,0,0,0,0,0,0,"2","11","2007","26","9","2013","0"
"307","AcademixDirect","|Lead Generation|Portals|Advertising|Education|","Advertising",1e+07,"operating","CA","SF Bay Area","Mountain View",1,"1","1","Q1","2004",0,1e+07,0,0,0,0,0,0,0,0,0,0,0,1e+07,0,0,0,0,0,0,0,"1","1","2009","1","1","2009","0"
"309","AcadiaSoft","|Finance|","Finance",4e+06,"operating","MA","Boston","Pembroke",1,"1","1","Q1","2009",0,4e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","1","2010","8","1","2010","0"
"310","Acccess Technology Solutions","|E-Commerce|","E-Commerce",25478613,"operating","UT","Salt Lake City","Provo",1,"1","1","Q1","2002",0,25478613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20","8","2014","20","8","2014","0"
"312","Accela","|Software|","Software",5e+07,"operating","CA","SF Bay Area","San Ramon",2,"1","1","Q1","1999",0,5e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2012","16","10","2013","0"
"313","Accelalox","|Biotechnology|","Biotechnology",430000,"operating","CA","SF Bay Area","Menlo Park",1,"1","1","Q1","2005",0,0,0,0,0,430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10","10","2009","10","10","2009","0"
"318","Accelerate Diagnostics","|Health Care|Medical Devices|","Medical Devices",63016244,"operating","AZ","Tucson","Tucson",4,"1","1","Q1","2004",0,18016244,0,0,0,0,0,0,4.5e+07,0,0,0,0,0,0,0,0,0,0,0,0,"23","3","2010","5","5","2014","0"
"319","Accelerate Mobile Apps","|Mobile|","Mobile",150000,"operating","CA","SF Bay Area","Scotts Valley",1,"1","1","Q1","2009",0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24","12","2009","24","12","2009","0"
"320","Accelerated IO","|Software|","Software",3255325,"operating","OK","Tulsa","Tulsa",2,"1","1","Q1","1997",0,3255325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5","11","2009","28","3","2012","0"
"322","Accelerated Vision Group","|Analytics|","Analytics",8500000,"operating","KS","Kansas City","Overland Park",2,"1","1","Q1","2011",0,8500000,0,0,0,0,0,0,0,0,0,0,0,6e+06,0,0,0,0,0,0,0,"21","5","2012","25","10","2013","0"
"324","Accelerize New Media","|Enterprise Software|","Enterprise Software",4045500,"operating","CA","Los Angeles","Los Angeles",3,"1","1","Q1","2005",0,1045500,0,0,0,3e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10","5","2010","16","4","2014","0"
"325","Acceleron Pharma","|Biotechnology|","Biotechnology",113701127,"operating","MA","Boston","Cambridge",6,"1","1","Q1","2004",0,112201127,0,0,0,0,0,1500000,0,0,0,0,0,0,3e+07,3.1e+07,0,0,3e+07,0,0,"2","8","2006","23","12","2011","0"
"326","AccelGolf","|Sports|Apps|Finance|Mobile|","Finance",457282,"closed","MA","Boston","Cambridge",7,"1","8","Q3","2008",18000,150000,0,0,0,235000,0,54282,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2008","4","12","2009","0"
"327","Accelitec","|Software|","Software",5705841,"operating","WA","Seattle","Bellingham",3,"1","1","Q1","2001",0,4605841,0,0,0,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15","5","2009","11","6","2013","0"
"329","Accellion","|Security|Enterprise Software|","Enterprise Software",13410901,"operating","CA","SF Bay Area","Palo Alto",2,"1","1","Q1","1999",1410901,1.2e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2e+07,0,0,0,0,0,"4","1","2012","9","3","2012","0"
"330","Accellos","|Supply Chain Management|Storage|Transportation|Logistics|Software|","Transportation",28500000,"operating","CO","Colorado Springs","Colorado Springs",2,"1","1","Q1","2006",0,28500000,0,0,0,0,0,0,0,0,0,0,0,0,28500000,0,0,0,0,0,0,"30","9","2008","16","10","2012","0"
"332","AccelOps","|Networking|SaaS|Security|Cloud Computing|Cloud Management|Virtualization|Analytics|","Cloud Management",2.5e+07,"operating","CA","SF Bay Area","Santa Clara",2,"1","1","Q1","2007",0,2.5e+07,0,0,0,0,0,0,0,0,0,0,0,7e+06,1.8e+07,0,0,0,0,0,0,"1","10","2007","1","5","2012","0"
"335","Accentia Biopharmaceuticals Inc","|Health and Wellness|Biotechnology|","Health and Wellness",775000,"operating","FL","Tampa","Tampa",2,"1","1","Q1","2002",0,775000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","2","2012","25","6","2013","0"
"336","Accenx Technologies","|Software|","Software",1500000,"acquired","CA","Anaheim","Irvine",1,"1","1","Q1","1997",0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27","2","2009","27","2","2009","1"
"338","Acceptd","|Software|","Software",3020000,"operating","OH","Columbus, Ohio","Dublin",3,"1","1","Q1","2011",20000,3e+06,0,0,0,0,0,0,0,0,0,0,0,3e+06,0,0,0,0,0,0,0,"1","6","2011","13","6","2013","0"
"339","Accera","|Biotechnology|","Biotechnology",138581610,"operating","CO","Denver","Broomfield",5,"1","1","Q1","2001",0,59500000,0,0,0,0,0,0,79081610,0,0,0,0,6e+06,7500000,3.5e+07,1.1e+07,0,0,0,0,"16","9","2004","25","10","2013","0"
"340","Accertify","|Fraud Detection|Credit Cards|Security|","Security",7131124,"acquired","IL","Chicago","Itasca",3,"1","3","Q1","2007",0,7131124,0,0,0,0,0,0,0,0,0,0,0,4e+06,2431124,0,0,0,0,0,0,"3","6","2008","4","5","2010","1"
"342","Access Closure","|Health Care|","Health Care",13793098,"acquired","CA","SF Bay Area","Mountain View",3,"1","1","Q1","2002",0,13793098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","3","2010","1","10","2012","1"
